ai_budget_percentage,revenue_growth_percent,industry,company_size,region,ai_adoption_stage
10.12,11.93,Healthcare,Startup,Asia,partial
12.45,12.92,Education,Startup,Africa,partial
8.83,13.66,Finance,Enterprise,Europe,partial
12.44,1.84,Finance,Startup,South America,partial
10.63,0.13,Agriculture,SME,Africa,pilot
8.29,10.23,Finance,Enterprise,Asia,partial
9.18,7.5,Retail,SME,Europe,partial
13.13,4.17,Agriculture,Startup,Asia,partial
9.79,-4.22,Manufacturing,Startup,Oceania,partial
18.16,7.63,Retail,Enterprise,Asia,partial
15.03,9.37,Agriculture,SME,Africa,partial
6.64,-3.06,Finance,Startup,Asia,pilot
7.18,12.16,Technology,Startup,Asia,partial
4.27,-2.53,Healthcare,Startup,Africa,pilot
11.23,0.55,Finance,Enterprise,Asia,partial
9.69,6.01,Education,SME,South America,partial
8.88,8.75,Retail,Startup,Asia,partial
12.51,-0.81,Agriculture,SME,Asia,partial
11.71,1.7,Technology,Startup,Africa,partial
8.19,5.11,Consulting,Startup,Asia,pilot
8.77,6.77,Education,Startup,Asia,partial
5.23,1.69,Consulting,SME,Asia,pilot
3.68,-0.07,Retail,Startup,Africa,pilot
3.88,-5.0,Education,SME,Oceania,none
6.75,11.06,Manufacturing,Startup,Africa,pilot
0.0,4.15,Retail,SME,Europe,none
11.62,4.26,Logistics,SME,South America,partial
9.01,4.32,Technology,Startup,Asia,pilot
8.62,14.79,Manufacturing,SME,Africa,partial
8.48,0.03,Logistics,SME,Europe,pilot
11.67,6.61,Technology,Enterprise,North America,partial
4.29,-0.14,Manufacturing,SME,North America,none
7.27,10.21,Education,Startup,Europe,pilot
5.78,9.92,Logistics,Startup,Europe,partial
5.79,5.41,Agriculture,Startup,Europe,pilot
15.21,13.03,Technology,SME,Asia,partial
5.5,6.87,Education,SME,Europe,pilot
10.08,1.07,Technology,SME,Europe,pilot
8.43,4.03,Manufacturing,Startup,Asia,partial
2.06,0.59,Logistics,SME,Asia,pilot
7.82,20.58,Healthcare,Startup,Africa,partial
11.04,11.99,Retail,SME,Asia,partial
8.4,6.95,Logistics,SME,Asia,partial
2.75,3.48,Logistics,SME,Europe,pilot
10.65,-0.54,Manufacturing,SME,Asia,partial
4.68,6.47,Healthcare,Startup,Asia,partial
2.86,-5.0,Finance,SME,Africa,pilot
7.38,6.48,Technology,SME,South America,pilot
5.65,2.95,Education,SME,South America,partial
12.75,2.36,Healthcare,Startup,Asia,partial
10.2,8.9,Agriculture,SME,South America,pilot
6.26,3.99,Education,SME,Asia,partial
6.84,8.43,Logistics,SME,Asia,pilot
14.08,-0.26,Technology,Enterprise,Oceania,partial
8.53,13.73,Manufacturing,Startup,Europe,partial
14.12,5.38,Healthcare,SME,Asia,partial
6.38,5.71,Finance,Enterprise,Oceania,pilot
5.25,9.68,Finance,Startup,Asia,none
13.35,3.26,Retail,Startup,North America,partial
4.48,7.73,Agriculture,Startup,South America,pilot
9.12,8.16,Retail,Startup,Europe,partial
10.37,5.44,Logistics,Startup,Asia,pilot
5.64,4.82,Manufacturing,Startup,Europe,pilot
11.35,9.38,Logistics,Startup,Europe,partial
8.11,4.82,Retail,SME,Asia,pilot
9.88,1.02,Consulting,Startup,Oceania,partial
11.31,-0.1,Retail,SME,Asia,partial
10.05,6.96,Agriculture,SME,Europe,partial
7.52,5.87,Manufacturing,SME,Asia,pilot
10.49,8.01,Manufacturing,SME,Oceania,partial
13.97,-4.48,Healthcare,SME,South America,partial
11.32,5.43,Technology,Enterprise,South America,partial
13.42,6.34,Healthcare,SME,Asia,partial
11.65,3.94,Finance,SME,Asia,partial
10.35,8.2,Logistics,Enterprise,Europe,pilot
9.1,3.19,Agriculture,Enterprise,Europe,partial
17.03,6.43,Agriculture,Enterprise,Africa,partial
12.16,7.14,Consulting,Enterprise,Africa,pilot
8.34,8.33,Retail,Startup,Asia,partial
9.44,10.07,Retail,Startup,Asia,partial
10.04,5.0,Finance,Startup,Asia,partial
9.23,4.96,Education,SME,Asia,partial
9.88,1.04,Consulting,SME,Asia,partial
10.46,-1.38,Finance,SME,Europe,pilot
0.0,-5.0,Agriculture,Startup,Europe,none
8.15,2.93,Logistics,Startup,Europe,pilot
8.39,-3.74,Healthcare,Startup,South America,partial
13.28,7.9,Manufacturing,Enterprise,Asia,partial
13.41,9.22,Finance,SME,Asia,pilot
10.67,6.86,Healthcare,SME,Asia,pilot
13.67,3.8,Retail,Enterprise,Europe,partial
10.26,0.54,Manufacturing,SME,Europe,partial
6.98,1.06,Technology,SME,Oceania,pilot
5.74,0.68,Manufacturing,Startup,Oceania,pilot
9.43,15.05,Healthcare,Enterprise,Asia,partial
10.01,4.0,Manufacturing,Startup,Asia,partial
15.94,11.82,Logistics,Enterprise,Asia,partial
7.99,4.43,Finance,Enterprise,Europe,pilot
14.2,3.19,Consulting,SME,South America,partial
10.18,-0.6,Retail,SME,Asia,pilot
9.0,6.69,Technology,SME,Asia,partial
3.44,1.71,Consulting,SME,South America,pilot
10.05,6.31,Logistics,Startup,South America,pilot
3.27,-5.0,Manufacturing,SME,Asia,none
11.08,7.77,Finance,Startup,Europe,partial
3.73,-0.32,Finance,SME,Asia,pilot
4.61,0.9,Retail,Enterprise,Africa,pilot
10.71,1.36,Finance,SME,South America,partial
12.58,7.46,Consulting,SME,Asia,partial
9.27,1.28,Logistics,Startup,Europe,partial
12.13,4.47,Finance,Enterprise,South America,partial
12.87,2.0,Logistics,SME,Asia,pilot
6.83,3.3,Manufacturing,SME,Asia,pilot
8.36,-5.0,Retail,Startup,Asia,pilot
13.98,8.42,Retail,Enterprise,Europe,partial
8.4,1.31,Retail,SME,Europe,pilot
9.2,-3.98,Healthcare,Startup,Europe,partial
10.6,5.76,Technology,Startup,South America,pilot
11.0,7.1,Finance,Startup,South America,partial
14.17,2.98,Consulting,Startup,Asia,partial
7.83,2.88,Retail,SME,Asia,pilot
9.85,7.69,Retail,Startup,Asia,partial
6.71,8.35,Manufacturing,Startup,Asia,partial
3.33,-5.0,Agriculture,SME,North America,none
13.79,9.06,Technology,Startup,Africa,partial
0.0,-5.0,Education,SME,Asia,none
8.02,13.34,Manufacturing,SME,Europe,pilot
10.81,3.98,Technology,SME,Europe,partial
10.16,-2.26,Manufacturing,SME,North America,pilot
10.99,6.49,Healthcare,SME,Asia,partial
8.42,3.51,Education,Startup,Africa,pilot
9.36,12.19,Logistics,Enterprise,South America,pilot
7.57,9.72,Technology,SME,Europe,pilot
8.07,3.33,Agriculture,Startup,Europe,pilot
6.46,1.65,Consulting,Enterprise,Europe,pilot
8.79,6.19,Consulting,SME,Europe,pilot
5.85,8.5,Healthcare,Startup,Africa,partial
7.71,-3.98,Technology,Startup,Europe,pilot
6.78,9.68,Consulting,Startup,Asia,pilot
9.11,-2.48,Technology,SME,Asia,pilot
7.39,4.33,Manufacturing,SME,South America,pilot
7.67,5.76,Agriculture,Startup,Asia,pilot
12.24,-1.19,Finance,SME,Asia,pilot
14.8,13.69,Technology,SME,Oceania,partial
7.09,13.62,Retail,Startup,North America,partial
12.91,3.37,Finance,SME,Europe,partial
11.65,13.24,Healthcare,SME,Europe,partial
8.48,10.7,Finance,SME,Europe,partial
16.18,3.28,Consulting,SME,South America,partial
8.27,12.12,Education,Enterprise,Asia,pilot
9.35,12.03,Technology,SME,Africa,partial
10.78,7.69,Agriculture,Startup,Europe,partial
14.83,16.72,Technology,Enterprise,Asia,partial
5.82,9.97,Agriculture,Startup,Asia,pilot
10.96,7.18,Retail,SME,Europe,pilot
7.42,4.0,Retail,Startup,Asia,partial
11.95,6.72,Consulting,Startup,Africa,partial
11.9,9.85,Technology,SME,South America,partial
6.96,-1.33,Education,SME,Africa,pilot
7.92,10.47,Consulting,SME,Asia,partial
17.37,8.25,Technology,Enterprise,Europe,partial
10.58,4.35,Education,Startup,South America,partial
12.84,10.67,Manufacturing,SME,Africa,partial
10.66,2.93,Consulting,SME,South America,partial
3.09,3.8,Manufacturing,SME,Africa,pilot
13.39,2.69,Finance,SME,Europe,partial
2.01,-3.33,Retail,Startup,Africa,pilot
13.66,5.98,Finance,SME,Asia,partial
4.98,3.12,Logistics,Startup,Oceania,pilot
7.94,9.27,Retail,SME,Asia,pilot
3.45,2.02,Retail,Startup,Europe,pilot
6.9,-2.56,Consulting,SME,South America,pilot
5.38,9.82,Finance,Startup,Europe,pilot
7.31,7.7,Consulting,Startup,Asia,partial
11.54,-0.62,Technology,Startup,Europe,partial
11.79,10.8,Retail,Enterprise,Asia,partial
7.4,1.52,Healthcare,Enterprise,Africa,pilot
9.13,5.14,Finance,SME,Europe,pilot
11.89,1.0,Manufacturing,SME,Oceania,pilot
3.6,3.44,Education,Startup,Europe,pilot
5.76,3.32,Agriculture,SME,Asia,pilot
6.65,3.84,Consulting,Startup,Europe,pilot
14.26,7.41,Agriculture,SME,Asia,partial
7.95,7.12,Manufacturing,SME,North America,pilot
10.95,-0.96,Retail,SME,Asia,partial
12.53,1.64,Finance,SME,Europe,partial
12.61,4.57,Finance,Enterprise,North America,partial
5.18,4.53,Healthcare,Startup,South America,pilot
9.17,0.47,Retail,Startup,Asia,pilot
6.88,11.16,Retail,Startup,Asia,pilot
8.87,11.02,Healthcare,Startup,Asia,full
1.08,4.28,Healthcare,Startup,Asia,pilot
7.3,4.3,Agriculture,Startup,Asia,partial
2.14,3.75,Healthcare,SME,Europe,pilot
12.78,-1.84,Consulting,Startup,Oceania,partial
4.46,6.98,Healthcare,Startup,South America,pilot
13.56,0.29,Healthcare,Enterprise,North America,partial
0.22,4.65,Retail,Startup,Europe,pilot
16.24,0.07,Finance,Startup,Asia,partial
10.16,0.31,Healthcare,SME,South America,pilot
7.94,4.36,Education,SME,Asia,pilot
14.48,9.15,Healthcare,Enterprise,Europe,partial
10.08,5.91,Agriculture,SME,Asia,pilot
2.97,-5.0,Retail,Startup,South America,pilot
9.34,3.23,Logistics,SME,North America,partial
11.84,7.72,Technology,SME,Asia,pilot
7.81,3.79,Manufacturing,SME,Asia,partial
9.34,-3.24,Manufacturing,SME,Europe,partial
10.02,2.01,Technology,SME,North America,partial
10.2,5.07,Retail,Startup,Asia,partial
13.28,5.04,Finance,SME,Europe,partial
6.98,9.97,Retail,Startup,South America,partial
8.36,14.93,Agriculture,Enterprise,Oceania,pilot
2.72,8.99,Education,Startup,Africa,pilot
10.52,5.73,Education,SME,Europe,pilot
8.88,-0.44,Healthcare,Enterprise,South America,pilot
12.1,4.82,Technology,SME,South America,partial
2.8,-5.0,Retail,SME,Europe,none
5.25,8.12,Agriculture,SME,Europe,pilot
9.47,3.62,Manufacturing,Startup,Europe,partial
6.09,4.54,Retail,Startup,South America,pilot
5.68,-1.06,Healthcare,Enterprise,Europe,none
3.27,7.8,Healthcare,Enterprise,Asia,pilot
17.32,16.59,Retail,Enterprise,Asia,partial
14.24,2.64,Finance,SME,Europe,partial
13.08,5.15,Technology,SME,Europe,pilot
14.75,12.74,Finance,Enterprise,Asia,partial
3.23,-3.13,Education,SME,Asia,none
10.81,1.37,Technology,Startup,Europe,pilot
16.09,11.18,Agriculture,Enterprise,Europe,full
3.72,0.1,Agriculture,Startup,Europe,pilot
8.76,6.73,Consulting,Enterprise,Africa,pilot
9.86,-0.73,Manufacturing,SME,Africa,partial
11.55,14.07,Education,Enterprise,Europe,partial
5.11,-2.1,Healthcare,SME,Asia,pilot
8.42,2.08,Education,SME,Europe,pilot
8.55,3.67,Agriculture,SME,North America,partial
10.54,4.01,Finance,SME,South America,partial
16.56,20.38,Technology,Enterprise,Oceania,partial
11.17,8.54,Consulting,Startup,Africa,partial
11.7,15.12,Agriculture,SME,Europe,pilot
12.91,3.49,Education,Startup,South America,pilot
7.38,9.09,Education,Startup,South America,pilot
9.26,5.6,Logistics,Startup,Africa,partial
0.78,4.51,Retail,Startup,Asia,pilot
5.47,-4.29,Agriculture,SME,South America,pilot
10.25,7.8,Technology,Startup,Europe,partial
16.21,9.43,Education,SME,Asia,partial
7.06,2.27,Finance,SME,South America,pilot
15.37,6.11,Technology,Enterprise,Africa,partial
8.1,10.64,Retail,SME,Europe,pilot
13.13,4.19,Manufacturing,SME,South America,partial
12.38,12.81,Consulting,SME,Europe,pilot
4.44,-2.08,Manufacturing,Startup,South America,pilot
10.33,15.56,Education,Enterprise,Africa,pilot
3.8,-5.0,Consulting,Enterprise,Europe,pilot
8.23,9.21,Finance,Startup,Asia,pilot
12.28,4.95,Logistics,SME,Asia,partial
11.14,0.55,Manufacturing,Enterprise,Europe,pilot
9.21,9.34,Education,Enterprise,South America,pilot
9.25,10.77,Consulting,SME,Europe,pilot
8.12,-2.78,Manufacturing,Startup,North America,pilot
9.8,5.78,Agriculture,Startup,Europe,partial
11.02,1.22,Healthcare,Startup,Africa,partial
11.46,-1.54,Healthcare,SME,Asia,pilot
14.38,15.01,Education,Enterprise,Africa,partial
4.69,-4.23,Finance,SME,South America,pilot
7.01,2.32,Education,SME,Asia,pilot
4.39,1.65,Retail,Startup,Asia,pilot
16.0,1.44,Technology,Enterprise,Europe,partial
8.15,0.71,Education,SME,Europe,pilot
8.07,11.37,Consulting,SME,Oceania,partial
11.97,10.56,Logistics,Enterprise,Asia,partial
13.08,10.09,Technology,SME,Asia,partial
16.25,7.86,Agriculture,SME,Asia,partial
11.23,3.03,Retail,SME,Europe,pilot
15.38,6.99,Technology,Enterprise,Oceania,partial
9.59,14.85,Finance,SME,Asia,partial
5.56,10.21,Retail,Startup,South America,pilot
2.82,9.29,Education,Startup,Asia,pilot
9.11,12.66,Consulting,SME,Asia,partial
14.03,5.51,Agriculture,Enterprise,Asia,partial
12.11,-0.49,Retail,Startup,South America,partial
1.96,-5.0,Education,SME,Asia,pilot
5.35,3.14,Agriculture,SME,Asia,pilot
8.78,6.03,Consulting,Startup,Europe,partial
9.77,5.32,Agriculture,SME,Africa,pilot
13.1,10.16,Logistics,Enterprise,Oceania,partial
6.08,-0.84,Consulting,Enterprise,Asia,pilot
6.19,5.06,Finance,Startup,Asia,partial
8.4,5.71,Manufacturing,Enterprise,Europe,pilot
7.86,3.06,Healthcare,SME,Africa,pilot
15.02,2.79,Technology,SME,Oceania,partial
10.81,7.55,Healthcare,Startup,Africa,partial
13.73,12.48,Technology,Startup,Europe,partial
8.87,7.22,Healthcare,Startup,North America,pilot
9.17,9.71,Manufacturing,Enterprise,Europe,partial
12.39,16.86,Technology,SME,Oceania,partial
6.0,4.26,Healthcare,SME,Asia,partial
11.93,8.45,Technology,Startup,Asia,partial
17.4,16.3,Finance,Startup,Asia,partial
9.85,9.83,Healthcare,Startup,South America,partial
12.32,9.03,Education,Enterprise,South America,pilot
6.1,5.16,Finance,SME,South America,pilot
16.01,0.7,Technology,Enterprise,Asia,partial
10.1,-4.15,Healthcare,SME,South America,partial
18.17,8.25,Finance,Enterprise,Europe,full
10.95,13.48,Retail,Enterprise,Asia,pilot
8.73,15.13,Retail,Startup,Africa,partial
11.33,-1.48,Manufacturing,Startup,Europe,partial
3.65,3.3,Education,Startup,North America,pilot
2.87,-4.74,Retail,SME,Asia,none
5.16,8.82,Agriculture,Startup,Africa,pilot
9.66,7.15,Education,Startup,Europe,partial
7.83,4.08,Agriculture,SME,Europe,partial
17.29,7.13,Finance,Enterprise,Europe,partial
7.57,8.68,Logistics,SME,South America,partial
8.94,15.96,Manufacturing,Startup,Oceania,partial
8.01,5.19,Consulting,Startup,Oceania,partial
9.35,-4.64,Finance,Startup,Oceania,pilot
4.58,9.46,Consulting,Startup,Europe,pilot
10.92,2.25,Logistics,Startup,North America,partial
9.69,2.13,Healthcare,SME,Asia,pilot
12.73,16.22,Retail,SME,Europe,partial
17.25,-1.63,Technology,Enterprise,South America,partial
10.61,-5.0,Healthcare,Startup,Asia,partial
9.25,1.62,Education,SME,Asia,partial
8.3,4.73,Retail,Enterprise,Europe,pilot
7.82,2.63,Retail,SME,Asia,pilot
9.41,10.99,Consulting,SME,South America,partial
11.39,11.6,Agriculture,Startup,North America,partial
2.49,7.89,Healthcare,SME,South America,pilot
9.85,-4.11,Agriculture,Startup,Europe,pilot
6.53,8.46,Logistics,Startup,Europe,partial
8.32,9.7,Agriculture,Startup,Oceania,partial
14.7,0.18,Technology,Startup,South America,partial
6.04,3.86,Manufacturing,Startup,Europe,pilot
14.61,7.67,Agriculture,Startup,South America,full
7.12,0.4,Technology,SME,Europe,pilot
5.64,5.3,Agriculture,SME,South America,pilot
14.95,9.77,Technology,SME,Europe,partial
13.73,4.09,Manufacturing,Enterprise,Europe,partial
11.92,2.16,Agriculture,Startup,South America,partial
12.83,9.73,Technology,Enterprise,Europe,partial
11.33,6.47,Manufacturing,Enterprise,South America,pilot
14.29,11.42,Finance,Enterprise,Africa,partial
3.78,6.41,Manufacturing,Startup,Europe,pilot
7.8,11.97,Retail,Enterprise,Europe,pilot
10.33,7.68,Technology,Startup,Africa,partial
8.33,6.35,Finance,Startup,Asia,partial
11.94,7.69,Retail,SME,Europe,partial
14.86,14.73,Healthcare,Enterprise,Europe,partial
10.69,2.42,Finance,SME,Asia,partial
3.36,-0.36,Retail,SME,Asia,pilot
15.76,4.77,Healthcare,Enterprise,Asia,partial
9.74,9.09,Healthcare,Enterprise,Europe,partial
15.89,15.72,Logistics,Startup,Europe,full
4.26,3.55,Finance,SME,Europe,none
6.74,0.69,Consulting,SME,Asia,pilot
14.47,9.66,Healthcare,Startup,Oceania,partial
1.69,4.43,Technology,SME,Europe,none
9.29,0.23,Manufacturing,Startup,North America,pilot
7.02,7.3,Healthcare,Startup,Africa,partial
2.6,8.61,Manufacturing,Startup,North America,none
7.07,-3.97,Manufacturing,SME,Asia,pilot
4.64,7.49,Education,SME,Asia,pilot
9.05,2.8,Consulting,SME,Europe,pilot
6.33,4.73,Healthcare,Enterprise,Asia,pilot
4.36,-3.13,Finance,SME,Europe,pilot
13.33,-1.26,Manufacturing,Startup,Asia,partial
12.86,2.84,Logistics,SME,Asia,partial
11.54,6.39,Agriculture,SME,Asia,partial
13.62,5.65,Logistics,Startup,Asia,partial
8.15,4.84,Consulting,Startup,South America,partial
7.69,5.6,Logistics,SME,South America,pilot
10.39,10.64,Logistics,SME,Asia,partial
9.57,9.9,Finance,SME,Europe,partial
8.58,1.96,Agriculture,SME,Asia,pilot
8.13,-2.63,Consulting,Startup,Asia,partial
11.22,2.6,Manufacturing,SME,Asia,partial
8.77,15.58,Education,Startup,Europe,pilot
6.76,8.61,Manufacturing,Startup,Asia,pilot
9.33,-3.03,Healthcare,SME,Europe,partial
14.77,14.43,Manufacturing,SME,South America,partial
13.39,2.09,Finance,SME,North America,partial
14.52,-1.33,Agriculture,SME,Europe,partial
9.58,3.42,Retail,Startup,Oceania,partial
14.01,5.6,Consulting,Enterprise,Asia,partial
13.81,10.75,Manufacturing,Startup,Asia,partial
7.42,14.89,Manufacturing,SME,Europe,pilot
7.39,-5.0,Finance,Startup,Asia,partial
12.1,5.95,Consulting,Startup,Asia,partial
12.14,-2.46,Technology,SME,Europe,partial
6.86,7.46,Retail,Startup,South America,pilot
9.84,-0.17,Consulting,Startup,Asia,partial
5.04,5.35,Finance,Startup,South America,pilot
9.94,2.94,Consulting,SME,Europe,partial
10.36,6.77,Healthcare,Startup,Europe,partial
11.45,7.96,Agriculture,SME,Asia,partial
11.87,11.51,Logistics,SME,South America,partial
2.89,-4.74,Healthcare,Startup,Europe,none
12.71,6.44,Finance,SME,Europe,partial
6.52,5.94,Agriculture,Startup,South America,pilot
11.02,4.88,Healthcare,SME,South America,pilot
9.25,3.0,Technology,SME,Europe,pilot
11.81,13.69,Healthcare,Startup,Europe,partial
8.07,3.25,Healthcare,Startup,Asia,none
18.2,13.55,Technology,SME,Oceania,partial
9.25,-3.59,Technology,SME,Asia,pilot
13.19,6.79,Healthcare,SME,Asia,partial
5.84,4.33,Consulting,Enterprise,Europe,partial
14.86,11.34,Technology,SME,Africa,partial
12.18,-1.05,Consulting,Startup,Asia,partial
6.27,9.87,Agriculture,SME,Europe,pilot
0.38,-4.57,Retail,SME,Africa,none
7.27,0.54,Manufacturing,Startup,Asia,pilot
10.07,3.97,Finance,SME,Europe,partial
0.08,3.91,Finance,Startup,Asia,pilot
13.14,7.03,Finance,SME,South America,partial
11.95,-4.08,Agriculture,SME,North America,partial
9.61,6.83,Consulting,SME,North America,partial
12.42,4.89,Technology,SME,Europe,partial
11.49,3.58,Finance,SME,South America,partial
11.71,13.18,Logistics,Startup,Europe,partial
10.25,6.52,Logistics,Startup,Africa,partial
6.29,-0.54,Agriculture,SME,Asia,pilot
10.09,-0.25,Agriculture,SME,South America,partial
7.89,-0.55,Healthcare,Startup,Africa,pilot
7.92,-0.56,Logistics,SME,Africa,pilot
9.07,-3.74,Manufacturing,Startup,Oceania,pilot
12.33,-5.0,Finance,Startup,Europe,partial
14.26,6.41,Retail,SME,South America,pilot
12.2,1.42,Technology,SME,North America,partial
8.07,0.92,Manufacturing,Startup,Europe,pilot
8.04,11.05,Logistics,Startup,Asia,pilot
7.05,-1.78,Healthcare,SME,South America,pilot
11.91,12.03,Finance,SME,Asia,partial
17.24,5.49,Logistics,Enterprise,Africa,partial
8.39,5.27,Manufacturing,SME,Europe,pilot
8.22,-2.39,Education,Enterprise,Africa,pilot
6.0,0.44,Logistics,SME,Asia,pilot
12.41,-3.15,Education,Enterprise,Asia,pilot
9.22,1.78,Agriculture,Enterprise,North America,pilot
7.71,10.54,Manufacturing,SME,Africa,partial
4.07,-1.26,Education,Startup,Asia,none
15.01,3.47,Finance,SME,South America,pilot
12.48,12.67,Manufacturing,SME,Europe,partial
10.04,6.71,Finance,SME,Africa,pilot
9.07,-2.88,Education,Enterprise,Asia,pilot
6.23,4.33,Agriculture,SME,Asia,pilot
11.33,5.4,Logistics,Startup,Europe,partial
19.4,4.75,Consulting,Enterprise,South America,partial
9.32,11.26,Healthcare,SME,Asia,partial
12.77,-0.97,Retail,Enterprise,North America,partial
13.09,4.02,Manufacturing,SME,Africa,partial
11.97,2.54,Retail,Enterprise,Europe,pilot
10.26,11.58,Retail,SME,Africa,partial
4.81,1.71,Agriculture,Startup,Asia,pilot
3.63,3.64,Manufacturing,SME,Asia,pilot
6.97,0.57,Education,Startup,Asia,pilot
8.43,6.77,Agriculture,Startup,Oceania,partial
13.03,11.27,Manufacturing,SME,Asia,partial
2.94,2.69,Agriculture,SME,North America,pilot
7.04,-1.58,Healthcare,SME,Asia,pilot
9.92,6.99,Finance,SME,Oceania,partial
9.9,2.21,Technology,SME,Asia,partial
9.18,0.22,Consulting,SME,Asia,pilot
2.41,3.99,Manufacturing,Startup,Asia,pilot
10.45,-0.96,Agriculture,Enterprise,Asia,pilot
10.7,6.36,Technology,SME,South America,partial
12.7,11.46,Retail,Startup,Oceania,partial
14.41,3.04,Consulting,Enterprise,Europe,partial
12.38,-3.87,Logistics,Startup,Europe,pilot
15.54,-0.52,Retail,Enterprise,Europe,partial
4.64,-2.73,Agriculture,SME,Oceania,none
16.61,9.89,Education,Enterprise,North America,partial
5.04,7.05,Logistics,SME,Africa,partial
6.02,3.79,Agriculture,SME,Europe,pilot
14.17,4.48,Technology,Startup,Asia,partial
7.19,4.68,Healthcare,SME,South America,pilot
11.74,-0.85,Consulting,SME,Africa,partial
6.5,2.39,Logistics,Startup,Asia,partial
11.64,-2.71,Logistics,SME,Europe,partial
15.12,7.45,Finance,Enterprise,Asia,partial
5.17,6.09,Retail,Startup,Asia,pilot
14.93,-1.78,Finance,Enterprise,Asia,partial
